Designator,Mid X,Mid Y,Layer,Rotation
D230,144.000000,-20.000000,top,0.0
D231,144.000000,-24.000000,top,0.0
D232,144.000000,-28.000000,top,0.0
D233,148.000000,0.000000,top,0.0
D234,148.000000,-4.000000,top,0.0
D235,148.000000,-8.000000,top,0.0
D236,148.000000,-12.000000,top,0.0
D237,148.000000,-16.000000,top,0.0
D238,148.000000,-20.000000,top,0.0
D239,148.000000,-24.000000,top,0.0
D240,148.000000,-28.000000,top,0.0
D241,152.000000,0.000000,top,0.0
D242,152.000000,-4.000000,top,0.0
D243,152.000000,-8.000000,top,0.0
D244,152.000000,-12.000000,top,0.0
D245,152.000000,-16.000000,top,0.0
D246,152.000000,-20.000000,top,0.0
D247,152.000000,-24.000000,top,0.0
D248,152.000000,-28.000000,top,0.0
D249,156.000000,0.000000,top,0.0
D250,156.000000,-4.000000,top,0.0
D251,156.000000,-8.000000,top,0.0
D252,156.000000,-12.000000,top,0.0
D253,156.000000,-16.000000,top,0.0
D254,156.000000,-20.000000,top,0.0
D255,156.000000,-24.000000,top,0.0
D256,156.000000,-28.000000,top,0.0
D257,0.000000,0.000000,top,180.0
D258,0.000000,-4.000000,top,180.0
D259,0.000000,-8.000000,top,180.0
D260,0.000000,-12.000000,top,180.0
D261,0.000000,-16.000000,top,180.0
D262,0.000000,-20.000000,top,180.0
D263,0.000000,-24.000000,top,180.0
D264,0.000000,-28.000000,top,180.0
D265,4.000000,0.000000,top,180.0
D266,4.000000,-4.000000,top,180.0
D267,4.000000,-8.000000,top,180.0
D268,4.000000,-12.000000,top,180.0
D269,4.000000,-16.000000,top,180.0
D270,4.000000,-20.000000,top,180.0
D271,4.000000,-24.000000,top,180.0
D272,4.000000,-28.000000,top,180.0
D273,8.000000,0.000000,top,180.0
D274,8.000000,-4.000000,top,180.0
D275,8.000000,-8.000000,top,180.0
D276,8.000000,-12.000000,top,180.0
D277,8.000000,-16.000000,top,180.0
D278,8.000000,-20.000000,top,180.0
D279,8.000000,-24.000000,top,180.0
D280,8.000000,-28.000000,top,180.0
D281,12.000000,0.000000,top,180.0
D282,12.000000,-4.000000,top,180.0
D283,12.000000,-8.000000,top,180.0
D284,12.000000,-12.000000,top,180.0
D285,12.000000,-16.000000,top,180.0
D286,12.000000,-20.000000,top,180.0
D287,12.000000,-24.000000,top,180.0
D288,12.000000,-28.000000,top,180.0
D289,16.000000,0.000000,top,180.0
D290,16.000000,-4.000000,top,180.0
D291,16.000000,-8.000000,top,180.0
D292,16.000000,-12.000000,top,180.0
D293,16.000000,-16.000000,top,180.0
D294,16.000000,-20.000000,top,180.0
D295,16.000000,-24.000000,top,180.0
D296,16.000000,-28.000000,top,180.0
D297,20.000000,0.000000,top,180.0
D298,20.000000,-4.000000,top,180.0
D299,20.000000,-8.000000,top,180.0
D300,20.000000,-12.000000,top,180.0
D301,20.000000,-16.000000,top,180.0
D302,20.000000,-20.000000,top,180.0
D303,20.000000,-24.000000,top,180.0
D304,20.000000,-28.000000,top,180.0
D305,24.000000,0.000000,top,180.0
D306,24.000000,-4.000000,top,180.0
D307,24.000000,-8.000000,top,180.0
D308,24.000000,-12.000000,top,180.0
D309,24.000000,-16.000000,top,180.0
D310,24.000000,-20.000000,top,180.0
D311,24.000000,-24.000000,top,180.0
D312,24.000000,-28.000000,top,180.0
D313,28.000000,0.000000,top,180.0
D314,28.000000,-4.000000,top,180.0
D315,28.000000,-8.000000,top,180.0
D316,28.000000,-12.000000,top,180.0
D317,28.000000,-16.000000,top,180.0
D318,28.000000,-20.000000,top,180.0
D319,28.000000,-24.000000,top,180.0
D320,28.000000,-28.000000,top,180.0
D324,-7.500000,-33.700000,top,90.0
J7,35.600000,-45.300000,top,180.0
LS1,-8.750000,-50.750000,top,90.0
LS2,151.250000,-50.750000,top,-90.0
Q1,-12.250000,-10.750000,top,360.0
Q2,-12.187500,-16.800000,top,360.0
Q3,-12.187500,-20.750000,top,360.0
Q4,-12.187500,-26.700000,top,360.0
R1,-8.050000,-10.950000,top,-90.0
R2,-7.987500,-17.000000,top,-90.0
R3,-7.987500,-20.950000,top,-90.0
R4,-7.987500,-26.800000,top,-90.0
R6,-9.487500,-17.000000,top,90.0
R7,-9.487500,-20.950000,top,90.0
R8,-9.487500,-26.800000,top,90.0
R13,84.000000,-45.800000,top,90.0
R14,99.000000,-35.400000,top,180.0
R16,20.100000,-33.500000,top,-90.0
R17,136.600000,-52.400000,top,180.0
R18,136.600000,-53.900000,top,180.0
R22,-9.550000,-10.950000,top,90.0
R73,5.600000,-45.600000,top,90.0
R76,28.400000,-33.600000,top,90.0
R77,29.900000,-32.800000,top,90.0
SW2,120.800000,-48.800000,top,180.0
SW3,39.995291,-35.357502,top,-90.0
U1,91.200000,-36.500000,top,180.0
U2,12.100000,-37.100000,top,180.0
U3,64.500000,-40.700000,top,90.0
U7,-14.300000,-32.000000,top,360.0
U11,53.800000,-35.600000,top,-90.0
U14,2.700000,-50.800000,top,180.0
U15,140.400000,-50.000000,top,0.0
